1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
309,47,999,99999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,48,999,99999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
311,49,999,99999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
312,50,999,99999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313,51,999,99999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,5,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,6,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,7,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,8,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,9,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
336,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2,0.246575342,90,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,3,1,365,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,4,5,1825,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,5,10,3650,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,6,15,5475,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,7,25,9125,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,8,50,18250,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,9,70,25550,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,10,90,32850,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,11,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,12,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,13,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,14,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,15,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,16,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,17,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,18,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,19,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,20,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,21,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,22,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,23,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,24,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,25,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,26,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,27,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,28,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,29,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,30,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,31,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,32,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,33,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,34,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,35,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,36,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,37,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,38,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,39,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,40,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,41,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,42,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,43,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,44,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,45,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,46,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,47,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,48,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,49,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,50,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,51,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
388,1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
389,2,0,0,1.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
390,3,0.246575342,90,2.25,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
391,4,1,365,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
392,5,2,730,5.2,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0
393,6,3,1095,5.2,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0
394,7,4,1460,5.6,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0
395,8,5,1825,5.6,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0
396,9,6,2190,6.1,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0
397,10,7,2555,5.9,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0
398,11,8,2920,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
399,12,9,3285,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
400,13,10,3650,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
401,14,15,5475,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
402,15,20,7300,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
403,16,25,9125,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
404,17,30,10950,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
405,18,40,14600,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
406,19,50,18250,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
407,20,60,21900,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
408,21,70,25550,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
409,22,80,29200,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
410,23,90,32850,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
411,24,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,25,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,26,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,27,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,28,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,29,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,30,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,31,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,32,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,33,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,34,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,35,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,36,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,37,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,38,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,39,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,40,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,41,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,42,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,43,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,44,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,45,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,46,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,47,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,48,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,49,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,50,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,51,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,4,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,5,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,6,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,7,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,8,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
461,1,2,3,4,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
462,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,3,0.246575342,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,4,1,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,5,2,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,6,3,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,7,4,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,8,5,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,9,6,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,10,7,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,11,8,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,12,9,3285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,13,10,3650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,14,15,5475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,15,20,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,16,25,9125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,17,30,10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,18,40,14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,19,50,18250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,20,60,21900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,21,70,25550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,22,80,29200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,23,90,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,24,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,25,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,26,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,27,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,28,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,29,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,30,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,31,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,32,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,33,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,34,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,35,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,36,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,37,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,38,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,39,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,40,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,41,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,42,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,43,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,44,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,45,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,46,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,47,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,48,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,49,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,50,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,51,999,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,4,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,5,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,6,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,7,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,8,32850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
534,1,0,0,0.389677419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,2,0.246575342,90,0.386908946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,3,1,365,0.373413941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,4,5,1825,0.13380769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,5,10,3650,0.080435247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,6,15,5475,0.080002937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,7,25,9125,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,8,50,18250,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,9,70,25550,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,10,90,32850,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,11,999,999999,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,12,999,999999,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,13,999,999999,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,14,999,999999,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,15,999,999999,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,16,999,999999,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,17,999,999999,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,18,999,999999,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,19,999,999999,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,20,999,999999,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
576,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,3,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
597,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,3,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,6,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,8,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,9,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,10,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,11,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,12,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,13,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
618,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
620,1,2,3,4,5,6,7,8,9,10,11,12,0,0,0,0,0,0,0,0
621,2,0,0,0,90,365,1825,3650,5475,9125,18250,32850,0,0,0,0,0,0,0,0
622,3,0.001,0,0.462,0.462,0.457,0.454,0.448,0.415,0.439,0.439,0.439,0,0,0,0,0,0,0,0
623,4,0.001,1,0.454,0.454,0.45,0.448,0.443,0.456,0.445,0.445,0.445,0,0,0,0,0,0,0,0
624,5,0.001,2,0.000227,0.000227,0.000225,0.000224,0.000221,0.000228,0.000222,0.000222,0.000222,0,0,0,0,0,0,0,0
